ticker,date,time,headline
SHB,12/7/2023,7:52,"Kiên định mục tiêu phát triển bền vững, SHB tích cực ""xanh hóa"" hoạt động ngân hàng"
SHB,12/3/2023,9:12,"Xi măng Công Thanh âm vốn gần 5.800 tỷ, chi phí lãi vay 9.000 tỷ, 2 ngân hàng lớn gánh 7.300 tỷ vay nợ"
SHB,11/30/2023,8:00,SHB 30 năm từ Tâm vươn Tầm
SHB,11/28/2023,13:30,30 năm SHB và hành trình xây dựng văn hóa doanh nghiệp từ Tâm
SHB,11/24/2023,17:30,"SHB khai trương chi nhánh Quảng Trị, mở rộng mạng lưới vùng Bắc Trung Bộ"
SHB,11/24/2023,8:33,SHB sẽ tập trung tài trợ vốn cho các dự án sản xuất kinh doanh thuộc 11 lĩnh vực xanh
SHB,11/20/2023,8:00,Bước dậm đà trong hành trình 30 năm của SHB
SHB,11/13/2023,8:00,SHB nhận Huân chương Lao động hạng Ba nhân kỷ niệm 30 năm thành lập
SHB,11/12/2023,20:00,"Chủ tịch SHB Đỗ Quang Hiển xúc động tiết lộ ""người thầy"" dậy kinh doanh xuất nhập khẩu, giúp ông xây cơ đồ như ngày nay"
SHB,11/12/2023,6:54,"[Clip] Phó Chủ tịch SHB Đỗ Quang Vinh hát siêu hay, chiếm spotlight trong lễ kỷ niệm 30 năm thành lập ngân hàng"
SHB,11/11/2023,9:10,"Đỗ Mỹ Linh bất ngờ nhận vai trò ""quyền lực"" mới tại SHB: Khoe nhan sắc và thần thái cuốn hút, cách cư xử được khen hết lời"
SHB,11/6/2023,15:30,SHB là “Đối tác đạt chuẩn về đào tạo và phát triển chuyên môn” của CPA Australia
SHB,11/3/2023,8:00,SHB tặng vàng SJC 999.9 cho khách hàng chơi game
SHB,10/30/2023,13:30,"Gia đình hạnh phúc, kết nối tình thân với “Gia đình thẻ SHB”"
SHB,10/29/2023,21:27,"SHB tăng trưởng tín dụng 10% trong 9 tháng đầu năm, tổng tài sản tiến sát mốc 600 nghìn tỷ đồng"
SHB,10/25/2023,13:30,"Tăng cường phát triển mạng lưới, SHB khai trương chi nhánh tại Quảng Bình"
SHB,10/20/2023,15:41,“Sóng” M&A ngân hàng sôi động trở lại
SHB,10/18/2023,9:27,"Ông Trần Trần Xuân Huy sang làm Phó TGĐ HDBank, phụ trách dự án quan trọng"
SHB,10/15/2023,23:47,SHB miễn nhiệm Phó Tổng Giám đốc phụ trách khu vực miền Nam
SHB,10/13/2023,13:30,"SHB tăng cường đồng hành, hỗ trợ sinh viên Đại học quốc gia Hà Nội"
SHB,10/11/2023,13:30,SHB khai trương chi nhánh tại Bến Tre
SHB,10/6/2023,7:44,"SHB chào bán cổ phiếu cho nhân viên với giá 10.000 đồng/cp, hạn chế chuyển nhượng 18 tháng"
SHB,9/29/2023,16:56,SHB tham gia chương trình tài trợ thương mại toàn cầu với hạn mức 75 triệu USD do IFC cấp
SHB,9/22/2023,8:00,SHB là “Ngân hàng Micro SME tốt nhất Việt Nam”
SHB,8/16/2023,11:00,Thiết kế văn phòng của SHB đoạt giải thưởng kiến trúc châu Á
SHB,8/5/2023,10:00,Cổ phiếu SHB tăng mạnh trước ngày giao dịch trong rổ VN30
SHB,8/2/2023,14:05,"SHB đã thoái xong 50% vốn tại SHBFinance, thu về khoản lãi lớn"
SHB,7/31/2023,17:30,"SHB tăng trưởng an toàn, bền vững, chuyển đổi mạnh mẽ và toàn diện"
SHB,7/24/2023,15:30,"Cổ đông SHB nhận loạt tin vui, cổ phiếu liên tục thăng hoa"
SHB,7/23/2023,16:07,Vietcombank và SHB sẽ chốt quyền nhận cổ tức vào đầu tuần tới
SHB,7/18/2023,10:40,SHB chính thức lọt chỉ số VN30
SHB,7/11/2023,8:00,"SHB - ""Ngân hàng có hoạt động Tài trợ Bền vững tốt nhất"" Việt Nam 2023"
SHB,7/6/2023,22:40,"Reuters: SHB đang đàm phán bán tới 20% vốn cho nhà đầu tư nước ngoài với định giá có thể đạt 2,2 tỷ USD"
SHB,6/21/2023,15:30,Thêm thương vụ M&A đáng chú ý trong lĩnh vực tài chính tiêu dùng
SHB,6/19/2023,15:30,Phân tích chiến lược kinh doanh của SHB từ thương vụ thoái vốn SHBFinance
SHB,6/16/2023,12:11,SHB được NHNN chấp thuận tăng vốn điều lệ lên 36.645 tỷ đồng
SHB,5/23/2023,11:00,SHB hoàn tất chuyển nhượng 50% vốn điều lệ SHBFinance cho đối tác Krungsri
SHB,5/15/2023,8:00,Doanh nhân Đỗ Quang Hiển nhận kỷ niệm chương vì sự nghiệp phát triển ĐHQG Hà Nội
SHB,4/29/2023,15:47,Nhờ đâu SHB lãi trước thuế hơn 3.600 tỷ trong quý I?
SHB,4/26/2023,18:31,SHB Finance chính thức được NHNN chấp thuận chuyển đổi hình thức pháp lý
SHB,4/21/2023,7:58,Moody’s giữ nguyên xếp hạng tín nhiệm B1 cho SHB trong bối cảnh thị trường nhiều biến động
SHB,4/20/2023,16:47,“Câu lạc bộ ngân hàng lãi vạn tỷ” sẽ có thêm thành viên trong năm 2023?
SHB,4/12/2023,21:05,SHB có 2 tân Phó Chủ tịch Hội đồng Quản trị
SHB,4/12/2023,8:06,SHB hoàn tất thương vụ bán công ty tài chính cho người Thái với giá nghìn tỷ
SHB,4/11/2023,18:17,"SHB ước lãi 3.600 tỷ trong quý I, tín dụng tăng 6%"
SHB,4/11/2023,16:32,"Chủ tịch SHB Đỗ Quang Hiển: SHB là cô gái đẹp có nhiều chàng trai từ các quốc gia khác muốn kết hôn, ngân hàng chuẩn bị có một “chàng rể”"
SHB,4/11/2023,14:26,"ĐHĐCĐ SHB: Mục tiêu lợi nhuận vượt 10.000 tỷ, chia cổ tức 18%, tiếp tục kế hoạch bán vốn cho nước ngoài"
SHB,4/6/2023,8:00,"SHB đặt mục tiêu lợi nhuận vượt 10.000 tỷ, chia cổ tức 18%, tiếp tục kế hoạch bán vốn cho nước ngoài trong năm nay"
SHB,4/5/2023,18:25,"Ngân hàng cân đối chỉ tiêu lợi nhuận, tăng cường đầu tư cho nền tảng"
SHB,3/2/2023,8:00,SHB bổ nhiệm Phó tổng giám đốc phụ trách khu vực miền Nam
SHB,1/30/2023,20:51,SHB gia nhập nhóm ngân hàng tăng trưởng mạnh trong năm 2022
SHB,1/10/2023,8:00,"SHB bước vào tuổi 30: Tâm thế mới, Khát vọng lớn"
SHB,12/27/2022,17:06,"Cổ phiếu ngân hàng đồng loạt hồi phục, SHB trở lại vùng giá 10.000 đồng"
SHB,12/26/2022,17:07,"Đến lượt VietinBank siết nợ công ty Louis Rice, rao bán bất động sản thế chấp tại An Giang"
SHB,11/3/2022,13:30,Phát triển con người là chiến lược trọng tâm của SHB
SHB,10/14/2022,13:44,"Hoa hậu Đỗ Mỹ Linh chuẩn bị kết hôn cùng con trai thứ 2 của bầu Hiển, cổ phiếu SHB tăng trần, tài sản gia đình tăng trăm tỷ"
SHB,10/12/2022,19:06,Cổ phiếu ngân hàng hồi phục mạnh mẽ khi mùa công bố kết quả kinh doanh đến gần
SHB,10/12/2022,10:08,"SHB báo lãi trước thuế hơn 9.000 tỷ đồng trong 9 tháng đầu năm, tăng 79% so với cùng kỳ"
SHB,10/8/2022,15:15,"Đi giao dịch, đừng nhầm lẫn giữa tên các ngân hàng"
SHB,9/24/2022,17:08,"SHB bán nợ hơn 1.400 tỷ đồng thế chấp bằng loạt tài sản 'khủng' tại Hà Nội, TP HCM"
SHB,9/23/2022,8:00,Ngân hàng SHB “thắng lớn” các giải thưởng của ABF
SHB,9/15/2022,13:30,SHB tổ chức cuộc thi ý tưởng thiết kế “Sáng tạo không giới hạn”
SHB,9/2/2022,7:31,SHB bổ nhiệm một loạt lãnh đạo cao cấp
SHB,8/12/2022,14:30,SHB được NHNN chấp thuận thay đổi vốn điều lệ lên 26.674 tỷ đồng và sẽ thực hiện tăng vốn lên 36.459 tỷ đồng trong năm 2022
SHB,8/12/2022,14:00,SHB tự hào là một trong những “Nơi làm việc tốt nhất Châu Á” 2022
SHB,7/20/2022,13:23,"Chân dung Quyền Tổng Giám đốc SHB: Là tiến sỹ kinh tế, hơn 11 năm làm Phó Tổng"
SHB,7/14/2022,14:58,"Lợi nhuận 6 tháng SHB ước đạt gần 5.900 tỷ, tăng 84% so với cùng kỳ"
SHB,5/28/2022,7:06,"Ngân hàng siết hàng loạt xe sang, bất động sản của ông Nhân Louis"
SHB,5/27/2022,8:48,Dự báo một cổ phiếu ngân hàng được hai ETF ngoại thêm mới trong kỳ cơ cấu quý II
SHB,5/19/2022,7:23,"Lãi cho vay tăng mạnh hơn chi phí huy động, ngân hàng kiếm đậm từ mảng tín dụng"
SHB,5/7/2022,7:33,"Ngân hàng ồ ạt phát hành cổ phiếu trả cổ tức: Cổ đông lo pha loãng giá, lãnh đạo khuyên hãy vững tâm"
SHB,5/3/2022,14:05,"Moody's nâng xếp hạng tín nhiệm của SHB, triển vọng tích cực"
SHB,4/30/2022,15:57,Vì sao 'bầu Hiển' xin từ nhiệm Chủ tịch T&T và một loạt công ty?
SHB,4/29/2022,16:03,Nhờ đâu lợi nhuận quý I SHB gấp gần 2 lần cùng kỳ?
SHB,4/26/2022,16:38,"""Bầu"" Hiển tiếp tục làm Chủ tịch SHB thêm 5 năm"
SHB,4/23/2022,15:53,Đại gia du lịch phố cổ Hà Nội bị ngân hàng siết nợ cả dàn ô tô
SHB,4/20/2022,16:39,"LPB và SHB đua nhau giảm sàn, khối ngoại tranh thủ gom mạnh cổ phiếu ngân hàng giá rẻ"
SHB,4/18/2022,12:52,"Nhà đầu tư ""rút kinh nghiệm thương đau"", ngân hàng vẫn dồn dập tính tăng vốn với ít nhất 120 nghìn tỷ"
SHB,4/16/2022,17:16,"SHB muốn tăng mạnh vốn điều lệ thêm hơn 9.300 tỷ, sẽ vượt qua Techcombank, Agribank, ACB"
SHB,4/16/2022,0:56,"""Đại thiếu gia"" nhà Bầu Hiển - Đỗ Quang Vinh dự kiến tham gia vào HĐQT ngân hàng SHB"
SHB,4/11/2022,20:47,"Ngân hàng chào bán khoản nợ của công ty du lịch, thế chấp bằng một loạt xe ô tô giường nằm"
SHB,4/6/2022,15:12,SHB bán các khoản nợ liên quan đến 2 dự án lớn của Tân Hoàng Minh
SHB,4/5/2022,16:47,SHB lên tiếng về vai trò trong lô trái phiếu bị huỷ của nhóm Tân Hoàng Minh
SHB,3/7/2022,16:54,SHB nới ''room'' ngoại từ 10% lên 30%
SHB,2/23/2022,17:55,SHB chuẩn bị họp cổ đông bầu HĐQT nhiệm kỳ mới: Bầu Hiển sẽ chọn SHB hay Tập đoàn T&T?
SHB,2/16/2022,18:12,IFC thu xếp vốn cho liên doanh T&T Group – YCH phát triển ‘siêu cảng’ ICD Vĩnh Phúc
SHB,2/10/2022,20:08,"SSI gọi tên 9 cổ phiếu sáng giá trong tháng Hai, 4 trong số đó là ngân hàng"
SHB,2/10/2022,10:40,"11 nhà băng Việt lọt Top 500 ngân hàng có giá trị thương hiệu lớn nhất toàn cầu: Techcombank lần đầu lọt Top200, giá trị MB tăng gấp đôi"
SHB,2/2/2022,10:27,"Chân dung doanh nhân tuổi Nhâm Dần Đỗ Quang Hiển: Bỏ nghiệp khoa học đi làm kinh doanh thành chủ tịch nghìn tỷ, ông bầu bóng đá nổi tiếng"
SHB,2/1/2022,8:00,"Những sếp ngân hàng tuổi Dần: Chủ tịch quyền lực của SHB và VietinBank, CEO ACB đi lên từ vị trí thực tập sinh"
SHB,1/31/2022,10:49,"Trước thềm năm Dần nhìn lại năm tuổi của 6 sếp ngân hàng tuổi Sửu: 1 người lên Phó thống đốc, 2 người trở thành chủ tịch, 1 người rời ghế CEO, 4 ngân hàng KQKD ấn tượng"
SHB,1/27/2022,8:01,"SHB lãi hơn 6.200 tỷ năm 2021, dự kiến trả cổ tức tối thiểu 15%"
SHB,1/12/2022,14:56,Hai con trai Chủ tịch Tân Hoàng Minh và Ngôi Sao Việt vừa thế chấp 6 triệu cổ phiếu tại 1 ngân hàng
SHB,1/5/2022,7:10,"Muôn vẻ cổ phiếu ngân hàng ""lên sàn"" năm 2021: SSB tăng gấp 3, SHB đi lùi so với giá tham chiếu"
SHB,12/20/2021,16:49,"Bán giá 12.500 đồng, SHB vẫn còn dư gần 17 triệu cổ phiếu"
SHB,12/18/2021,19:58,"SHB sắp bầu Chủ tịch nhiệm kỳ mới, bầu Hiển sẽ chọn SHB hay Tập đoàn T&T?"
SHB,12/14/2021,16:52,Công ty chứng khoán của Bầu Hiển nộp gần 100 tỷ mua cổ phiếu SHB
SHB,12/12/2021,7:25,Nhóm Bầu Hiển đã nộp hơn 1.200 tỷ để mua gần 100 triệu cổ phiếu SHB
SHB,11/7/2021,16:30,Thiếu gia nghìn tỷ nhà bầu Hiển định nghĩa về tiền: “Có tiền có thể làm sếp nhưng chưa chắc đã là doanh nhân”
SHB,11/4/2021,15:31,"SHB tăng vọt 6,5% kèm khối lượng giao dịch bùng nổ, dòng tiền chỉ ""tạm trú"" ở cổ phiếu ngân hàng được 1 phiên?"
SHB,10/30/2021,13:32,"SHB có Phó Tổng giám đốc trẻ nhất ngân hàng, là con trai ""Bầu Hiển"""
SHB,10/15/2021,15:30,"Cổ phiếu ngân hàng OCB tăng vọt cùng khối lượng cao đột biến, TPB lập đỉnh mới, SHB bị ""xả"" ngày thứ 2 liên tiếp"
SHB,10/14/2021,15:34,"Cổ phiếu ngân hàng NVB tiếp tục tăng mạnh, SHB giảm sâu"
SHB,10/13/2021,16:02,"Cổ đông của SeABank ""trúng đậm"", ABB xuất hiện ""giao dịch lạ"" ngày thứ 2 liên tiếp"
SHB,10/13/2021,14:33,"9 tháng đầu năm, SHB đạt 5.055 tỷ đồng lợi nhuận, gấp đôi cùng kỳ"
SHB,10/11/2021,16:06,Giá cổ phiếu SHB tăng 16% chỉ sau 3 phiên
SHB,10/4/2021,19:06,300 triệu trái phiếu SHB được chấp thuận đăng ký niêm yết trên sàn Singapore
SHB,9/21/2021,15:43,SHB chính thức được chuyển sàn sang HoSE
SHB,9/21/2021,8:30,Ngân hàng Nhà nước chấp thuận SHB tăng vốn thêm hơn 7.400 tỷ đồng
SHB,9/16/2021,16:21,HOSE đề nghị HNX cho SHB chuyển sàn
SHB,9/6/2021,17:28,"SSI Research: Cung ngoại tệ được hỗ trợ từ thương vụ bán vốn FE Credit, SHB Finance và đầu tư của LG Display"
SHB,8/25/2021,18:11,SHB sẽ chuyển nhượng 100% vốn tại công ty tài chính SHB Finance cho Krungsri của Thái Lan
SHB,8/15/2021,8:38,Thaiholdings và các thành viên vay margin nửa nghìn tỷ đầu tư chứng khoán
SHB,8/12/2021,12:28,SHB khoá room ngoại để chuẩn bị chào bán cổ phiếu
SHB,8/5/2021,8:33,"Ông Nguyễn Văn Lê thôi làm Tổng giám đốc, ai sẽ tạm thời điều hành SHB?"
SHB,8/4/2021,19:43,Ông Nguyễn Văn Lê thôi làm Tổng Giám đốc SHB
SHB,7/30/2021,15:28,"SHB báo lãi gần 3.100 tỷ đồng trong 6 tháng đầu năm, tăng 86,5% so với cùng kỳ"
SHB,7/22/2021,11:21,Xuất hiện tài khoản mạng xã hội giả mạo lãnh đạo và hình ảnh SHB cho vay tài chính
SHB,7/12/2021,20:46,Trưởng nam nhà bầu Hiển: ‘Đầu tư phải sáng suốt và biết chấp nhận rủi ro’
SHB,7/9/2021,9:12,Dư bán từ “vua thanh khoản” sàn HNX
SHB,7/3/2021,10:59,"SHB miễn phí hơn 100.000 bộ kit xét nghiệm nhanh Covid-19 cho khách hàng, đối tác, CBNV và cộng đồng"
SHB,6/23/2021,10:51,Lãnh đạo SHB: Cổ phiếu SHB tăng giá thời gian qua một phần nhờ kết quả xử lý nợ xấu
SHB,6/16/2021,7:51,Hôm nay có thêm 175 triệu cổ phiếu ngân hàng giao dịch trên sàn
SHB,6/14/2021,16:13,Cổ phiếu SHB đang ở thời điểm quan trọng
SHB,6/8/2021,18:03,SHS vừa vay 1.800 tỷ từ SHB để bổ sung nguồn
SHB,6/7/2021,10:52,Con trai Bầu Hiển đăng ký mua cổ phiếu SHB
SHB,6/3/2021,8:41,"Liên tục nổi sóng, nhiều tổ chức “cuống cuồng” nâng giá mục tiêu cổ phiếu ngân hàng"
SHB,6/1/2021,17:00,SHB sắp niêm yết bổ sung hơn 175 triệu cổ phiếu
SHB,5/31/2021,21:44,"Hoà Phát vượt 10 tỷ USD, bỏ xa Vietinbank, BIDV vào Top4 vốn hoá lớn nhất thị trường, TTCK Việt Nam đã có 44 doanh nghiệp tỷ USD"
SHB,5/29/2021,15:47,Ngân hàng tạm ngừng giao dịch 3 địa điểm để phòng dịch Covid-19
SHB,5/25/2021,11:47,SHB ủng hộ 15 tỷ đồng mua vaccine phòng Covid-19
SHB,5/22/2021,8:37,"SHB hoàn thành phát hành hơn 175 triệu cổ phiếu chia cổ tức, nâng vốn điều lệ lên 19.260 tỷ đồng"
SHB,5/14/2021,15:02,"SHB liên tục phá đỉnh, tài sản của con trai bầu Hiển vượt xa bầu Kiên"
SHB,4/24/2021,10:26,SHB chốt danh sách cổ đông phát hành 175 triệu cổ phiếu trả cổ tức năm 2019
SHB,5/7/2021,,"SHB chốt danh sách cổ đông vào ngày 7/5/2021 để trả cổ tức 2019, tỷ lệ 10%"
SHB,4/22/2021,17:20,"Vì sao SHB đặt mục tiêu lợi nhuận tham vọng, tăng 88% trong năm 2021?"
SHB,4/21/2021,14:49,SHB đã đáp ứng đầy đủ điều kiện chuyển niêm yết trên HoSE
SHB,4/19/2021,14:45,"SHB muốn khoá ""room"" ngoại để đón nhà đầu tư chiến lược nước ngoài"
SHB,4/17/2021,7:00,Ngân hàng Nhà nước chấp thuận cho SHB được tăng vốn qua trả cổ tức
SHB,3/27/2021,22:48,"""Hiện tượng"" SSB và SHB"
SHB,3/18/2021,16:26,"SHB hủy niêm yết hơn 4,8 triệu cổ phiếu, giảm vốn điều lệ"
SHB,3/15/2021,7:29,"SHB dự kiến chia 20,5% cổ tức cho năm 2019 và 2020"
SHB,3/10/2021,13:25,SHB đặt mục tiêu tăng 70% lợi nhuận trong năm nay
SHB,3/5/2021,12:37,"SHB công bố báo cáo kiểm toán 2020: Nợ xấu thấp nhất trong 10 năm, dự phòng bao nợ xấu cao nhất 5 năm"
SHB,1/31/2021,18:32,"SHB đã xử lý xong toàn bộ tồn đọng liên quan đến Habubank, tỷ lệ nợ xấu giảm mạnh về 1,71%"
SHB,1/30/2021,17:13,"SHB ghi nhận lợi nhuận hơn 3.400 tỷ đồng, lãi từ chứng khoán đầu tư tăng đột biến"
SHB,11/28/2020,11:18,Nghi can cướp ngân hàng SHB ở Bình Dương bị bắt
SHB,9/27/2020,20:40,"Bị ngân hàng SHB thu giữ tài sản, Công ty An Trường An (ATG) nói gì?"
SHB,9/23/2020,12:10,SHB thu giữ tài sản của An Trường An để xử lý nợ xấu
SHB,9/19/2020,10:41,HoSE đã nhận hồ sơ niêm yết của SHB
SHB,8/25/2020,8:24,"ACB và SHB có kế hoạch chuyển sàn, HNX sắp sạch bóng doanh nghiệp vốn hóa tỷ đô"
SHB,8/1/2020,10:54,"6 tháng, nợ xấu SHB tăng, trích lập dự phòng tăng hơn 3 lần"
SHB,7/23/2020,12:31,Moody's cập nhật xếp hạng tín dụng của 3 công ty tài chính và 2 ngân hàng Việt do tác động của Covid-19
SHB,7/9/2020,16:03,Chủ tịch SHB Đỗ Quang Hiển: Lợi thế của Việt Nam là tiền trong dân rất lớn
SHB,6/16/2020,17:53,"Vụ Cocobay Đà Nẵng: Đạt được thoả thuận chung khi Thành Đô, SHB nhượng bộ"
SHB,6/15/2020,14:16,"ĐHCĐ SHB: ""Bầu"" Hiển nói gì về việc tài trợ vốn cho dự án Cocobay?"
SHB,6/8/2020,10:35,SHB miễn nhiệm một Phó tổng giám đốc
SHB,5/7/2020,14:28,"SHB phát hành thành công hơn 500 triệu cổ phiếu, nâng vốn điều lệ lên 17.558 tỷ đồng"
SHB,4/13/2020,15:39,"SHB tăng gần gấp 3 lần từ khi mua vào, con trai bầu Hiển tạm lãi gần 600 tỷ đồng chỉ sau 2 tháng"
SHB,4/10/2020,11:00,SHB bán công ty tài chính tiêu dùng SHBFC cho đối tác nước ngoài
SHB,4/4/2020,11:24,Cổ phiếu của một ngân hàng vẫn tăng gấp đôi bất chấp dịch Covid-19 nhấn chìm TTCK
SHB,4/3/2020,16:08,"SHB tung gói tín dụng 25.000 tỷ đồng, lãi suất giảm ít nhất 2%/năm cho cả khoản vay cũ lẫn mới, lãnh đạo cấp cao tự nguyện giảm 50% lương"
SHB,3/6/2020,14:06,"Ngoài SHB, ông Đỗ Quang Hiển còn sở hữu hàng loạt công ty trên sàn chứng khoán"
SHB,2/25/2020,15:42,"SHB giảm 1,5% lãi suất cho vay, tung gói tín dụng 3.000 tỷ ưu đãi khách hàng bị ảnh hưởng covid-19"
SHB,12/30/2019,10:04,"NHNN chấp thuận cho SHB trả cổ tức bằng cổ phiếu, sẽ tăng vốn điều lệ lên hơn 17.500 tỷ đồng"
SHB,12/13/2019,17:51,SHB được chấp thuận tăng vốn điều lệ lên trên 15.000 tỷ đồng
SHB,12/5/2019,13:01,Bầu Hiển kỳ vọng gì khi trở thành đối tác chiến lược của Amazon?
SHB,12/5/2019,9:44,Tương lai của kinh tế số tại Việt Nam nhìn từ thương vụ hợp tác giữa SHB và Amazon
SHB,11/29/2019,21:15,"SHB phản hồi về phát ngôn của triệu phú Việt ""sa lầy"" 600 tỷ ở Cocobay"
SHB,11/28/2019,20:00,"Triệu phú Việt ""sa lầy"" 600 tỷ ở Cocobay"
SHB,11/28/2019,11:20,Khách mua Cocobay Đà Nẵng phải trả lãi suất ngân hàng bao nhiêu?
SHB,11/27/2019,13:05,Vụ Cocobay vỡ trận: Ngân hàng cũng...lo ngay ngáy
SHB,10/28/2019,11:40,"Những cuộc họp qua trưa, xuyên tối, thông đêm và bữa ăn bằng mỳ tôm, bánh mỳ của bầu Hiển"
SHB,10/25/2019,17:02,SHB báo lãi trước thuế 2.260 tỷ đồng trong 9 tháng đầu năm
SHB,8/19/2019,12:46,SHB đấu giá 5 khu đất diện tích gần 24.000 m2 tại Ba Vì
SHB,7/11/2019,9:54,4 ngân hàng Việt lọt top những nơi làm việc tốt nhất châu Á
SHB,7/2/2019,16:46,Doanh nghiệp bảo hiểm liên quan ông Đỗ Quang Hiển muốn thoái toàn bộ vốn SHB
SHB,4/23/2019,19:58,Lợi nhuận trước thuế của SHB tăng gần gấp rưỡi trong quý 1
SHB,4/23/2019,15:08,"ĐHCĐ SHB: Tăng vốn điều lệ thêm hơn 5.500 tỷ, mở rộng thị trường sang châu Phi"
SHB,4/19/2019,9:37,"SHB trình trình cổ đông kế hoạch lãi hơn 3.000 tỷ, thành lập ngân hàng con ở Bờ Biển Ngà"
SHB,12/27/2018,14:51,Lĩnh án vì làm giả hồ sơ chiếm đoạt hàng chục tỷ đồng
SHB,10/27/2018,10:01,SHB bổ nhiệm phó tổng giám đốc mới từ TCBS
SHB,9/7/2018,11:53,SHB vay 20 triệu Euro và 20 triệu USD từ 2 định chế tài chính của Nga
SHB,8/27/2018,19:35,6 ngân hàng cam kết tài trợ tín dụng 34.000 tỷ cho 10 doanh nghiệp Quảng Bình
SHB,5/3/2018,12:03,"SHB lãi ròng quý I đạt 402 tỷ đồng, thu dịch vụ thấp nhất 2 năm"
SHB,4/23/2018,17:36,SHB lãi trước thuế hơn 500 tỷ đồng trong quý I
SHB,4/23/2018,15:27,ĐHĐCĐ SHB: Chia cổ tức bằng cổ phiếu tỷ lệ 10% và bầu thành viên HĐQT độc lập mới
SHB,4/20/2018,9:11,"SHB đặt mục tiêu lãi 2.050 tỷ trong năm 2018, đẩy mạnh hoạt động công ty tài chính"
SHB,3/7/2018,16:15,SHB hoàn thành tăng vốn điều lệ lên hơn 12.000 tỷ đồng
SHB,2/1/2018,9:08,"SHB đạt lợi nhuận trước thuế 1.938 tỷ đồng, tăng 66% so với năm 2016"
SHB,1/28/2018,11:46,"U23 Việt Nam thăng hoa tại Châu Á, cổ phiếu của Bầu Đức, Bầu Hiển “gây bão” trên sàn chứng khoán những ngày đầu năm mới"
SHB,1/25/2018,18:51,Thêm SHB giảm lãi suất cho vay
SHB,1/23/2018,8:11,"Nhân viên Sacombank, SHB, Vietcombank, VPBank, TPBank chuẩn bị ""may túi ba gang"" mang đi mà đựng thưởng Tết"
SHB,1/12/2018,16:17,"SHB khớp lệnh kỷ lục 650 tỷ đồng, bay mất 12% ngay trong phiên"
SHB,12/20/2017,18:54,Chủ tịch SHB Đỗ Quang Hiển là lãnh đạo ngân hàng duy nhất được vinh danh doanh nhân châu Á
SHB,12/19/2017,23:02,"SHB bán hết cổ phần tại chứng khoán SHBS với giá gần 8.000 đồng/cp, kế hoạch sáp nhập SHBS với SHS vẫn bỏ ngỏ"
SHB,11/29/2017,13:18,Dự đoán SHB và BMP sẽ được thêm vào danh mục 2 quỹ ETFs tháng 12 tới
SHB,11/1/2017,14:32,Giải mã hiện tượng lãi đột biến từ hoạt động dịch vụ của SHB
SHB,11/1/2017,10:05,"Vượt qua 3 ông lớn BIDV, Vietcombank, VietinBank, lãi từ hoạt động dịch vụ của SHB làm nên kỷ lục"
SHB,7/29/2017,10:16,"SHB báo lãi nửa đầu năm 645 tỷ đồng, tăng 52% so với cùng kỳ"
SHB,7/18/2017,17:05,Gập ghềnh đường về mệnh giá của 2 cổ phiếu Ngân hàng
SHB,7/17/2017,16:07,Ngân hàng Việt nhận được gì khi... đem chuông đi đánh xứ người?
SHB,7/3/2017,13:34,"Những ngân hàng nông thôn thời ấy, giờ ra sao?"
SHB,6/26/2017,14:00,SHB được chấp thuận mở văn phòng đại diện tại Myanmar
SHB,6/9/2017,11:16,NHNN chấp thuận SHB tăng vốn cho ngân hàng con tại Campuchia lên gấp rưỡi
SHB,6/5/2017,13:36,Bầu Hiển và T&T chuyển nhượng toàn bộ cổ phần tại SHF cho 2 cá nhân
SHB,5/14/2017,15:35,Hơn nghìn người được tuyển mới vào các ngân hàng trong quý I
SHB,5/4/2017,10:00,SHB cho vay ngành nghề nào nhiều nhất?
SHB,4/27/2017,10:04,"ĐHĐCĐ SHB: Cổ đông ""đòi"" cổ tức bằng tiền mặt, ""bầu"" Hiển nói các vị thử ngồi vị trí của lãnh đạo đi"
SHB,4/26/2017,16:11,"ĐHCĐ SHS: Chia cổ tức bằng tiền mặt tỷ lệ 8%, sáp nhập với SHBS"
SHB,4/25/2017,10:45,SHB có quá tham vọng trong năm 2017?
SHB,4/14/2017,17:35,Điều gì đang xảy ra với cổ phiếu SHB?
SHB,4/7/2017,11:32,"Lại một lần nữa, đơn vị có liên quan đến bầu Hiển ""lỡ làng"" trong việc mua vào cổ phiếu SHB"
SHB,3/16/2017,15:56,"Không cần phải nổi sóng tăng giá, cổ phiếu SHB vẫn...nóng"
SHB,2/28/2017,8:35,Bảo Hiểm Sài Gòn Hà Nội đăng ký mua 16 triệu cổ phiếu SHB
SHB,2/3/2017,20:33,Phát lệnh truy nã Giám đốc Công ty Xuân Phát Bùi Nguyên Khánh
SHB,2/3/2017,15:15,"Tập trung cho vay ngành nghề ít rủi ro, SHB báo lãi trước thuế 1.164 tỷ đồng trong năm 2016"
SHB,1/18/2017,11:30,VVF chính thức ký bàn giao và sáp nhập vào SHB
SHB,12/20/2016,20:15,"SHB sắp trả cổ tức bằng cổ phiếu với tỷ lệ 7,5%"
SHB,11/29/2016,19:41,Chị gái của bầu Hiển lại đăng ký mua 18 triệu cổ phiếu SHB
SHB,11/29/2016,17:59,"SHB sẽ ""đi theo"" MB và HDBank?"
SHB,11/16/2016,8:04,Mảnh đất màu mỡ cho các ngân hàng
